NOC,Sport,Year,Total_Athletes,Gold,Silver,Bronze,Total_Medals
GRE,Wrestling,1906,9,0,0,0,0
GRE,Wrestling,1912,1,0,0,0,0
GRE,Wrestling,1920,7,0,0,0,0
GRE,Wrestling,1924,2,0,0,0,0
GRE,Wrestling,1928,3,0,0,0,0
GRE,Wrestling,1932,3,0,0,0,0
GRE,Wrestling,1936,4,0,0,0,0
GRE,Wrestling,1948,5,0,0,0,0
GRE,Wrestling,1952,3,0,0,0,0
GRE,Wrestling,1956,2,0,0,0,0
GRE,Wrestling,1960,3,0,0,0,0
GRE,Wrestling,1964,5,0,0,0,0
GRE,Wrestling,1968,8,0,0,1,1
GRE,Wrestling,1972,9,0,1,0,1
GRE,Wrestling,1976,4,0,0,0,0
GRE,Wrestling,1980,5,1,0,1,2
GRE,Wrestling,1984,12,0,1,1,2
GRE,Wrestling,1988,5,0,0,1,1
GRE,Wrestling,1992,11,0,0,0,0
GRE,Wrestling,1996,9,0,0,0,0
GRE,Wrestling,2000,7,0,0,1,1
GRE,Wrestling,2004,18,0,0,1,1
GRE,Wrestling,2008,3,0,0,0,0
GRE,Wrestling,2012,2,0,0,0,0
GRE,Wrestling,2016,1,0,0,0,0
GRE,Wrestling,2020,2,0,0,0,0
GRE,Wrestling,2024,3,0,0,1,1
GRN,Athletics,1984,2,0,0,0,0
GRN,Athletics,1988,3,0,0,0,0
GRN,Athletics,1992,5,0,0,0,0
GRN,Athletics,1996,5,0,0,0,0
GRN,Athletics,2000,2,0,0,0,0
GRN,Athletics,2004,3,0,0,0,0
GRN,Athletics,2008,8,0,0,0,0
GRN,Athletics,2012,6,1,0,0,1
GRN,Athletics,2016,4,0,1,0,1
GRN,Athletics,2020,4,0,0,1,1
GRN,Athletics,2024,4,0,0,2,2
GRN,Boxing,1984,4,0,0,0,0
GRN,Boxing,1988,4,0,0,0,0
GRN,Boxing,2008,1,0,0,0,0
GRN,Taekwondo,2012,1,0,0,0,0
GUA,Athletics,1952,10,0,0,0,0
GUA,Athletics,1968,7,0,0,0,0
GUA,Athletics,1972,6,0,0,0,0
GUA,Athletics,1984,13,0,0,0,0
GUA,Athletics,1988,1,0,0,0,0
GUA,Athletics,1996,6,0,0,0,0
GUA,Athletics,2000,8,0,0,0,0
GUA,Athletics,2004,5,0,0,0,0
GUA,Athletics,2008,4,0,0,0,0
GUA,Athletics,2012,7,0,1,0,1
GUA,Athletics,2016,9,0,0,0,0
GUA,Athletics,2020,9,0,0,0,0
GUA,Athletics,2024,5,0,0,0,0
GUA,Badminton,1996,1,0,0,0,0
GUA,Badminton,2004,1,0,0,0,0
GUA,Badminton,2008,1,0,0,0,0
GUA,Badminton,2012,1,0,0,0,0
GUA,Badminton,2016,1,0,0,0,0
GUA,Badminton,2020,2,0,0,0,0
GUA,Badminton,2024,1,0,0,0,0
GUA,Boxing,1968,2,0,0,0,0
GUA,Boxing,1984,1,0,0,0,0
GUA,Boxing,1988,1,0,0,0,0
GUA,Boxing,1992,2,0,0,0,0
GUA,Boxing,2008,1,0,0,0,0
GUA,Canoeing,1996,1,0,0,0,0
GUA,Cycling,1952,6,0,0,0,0
GUA,Cycling,1968,8,0,0,0,0
GUA,Cycling,1984,1,0,0,0,0
GUA,Cycling,1988,8,0,0,0,0
GUA,Cycling,1996,7,0,0,0,0
GUA,Cycling,2000,1,0,0,0,0
GUA,Cycling,2004,2,0,0,0,0
GUA,Cycling,2012,1,0,0,0,0
GUA,Cycling,2016,1,0,0,0,0
GUA,Cycling Road,2020,1,0,0,0,0
GUA,Equestrianism,1976,3,0,0,0,0
GUA,Equestrianism,1980,1,0,0,0,0
GUA,Equestrianism,1984,1,0,0,0,0
GUA,Equestrianism,2008,1,0,0,0,0
GUA,Fencing,1952,6,0,0,0,0
GUA,Fencing,1996,1,0,0,0,0
GUA,Football,1968,19,0,0,0,0
GUA,Football,1976,17,0,0,0,0
GUA,Football,1988,17,0,0,0,0
GUA,Gymnastics,1988,5,0,0,0,0
GUA,Gymnastics,1992,5,0,0,0,0
GUA,Gymnastics,2012,4,0,0,0,0
GUA,Gymnastics,2016,4,0,0,0,0
GUA,Judo,1996,2,0,0,0,0
GUA,Judo,2000,1,0,0,0,0
GUA,Judo,2012,1,0,0,0,0
GUA,Judo,2016,1,0,0,0,0
GUA,Judo,2020,1,0,0,0,0
GUA,Judo,2024,1,0,0,0,0
GUA,Modern Pentathlon,1992,1,0,0,0,0
GUA,Modern Pentathlon,2004,1,0,0,0,0
GUA,Modern Pentathlon,2008,1,0,0,0,0
GUA,Modern Pentathlon,2012,1,0,0,0,0
GUA,Modern Pentathlon,2016,2,0,0,0,0
GUA,Modern Pentathlon,2020,1,0,0,0,0
GUA,Modern Pentathlon,2024,2,0,0,0,0
GUA,Rowing,1980,2,0,0,0,0
GUA,Rowing,1984,1,0,0,0,0
GUA,Rowing,2020,2,0,0,0,0
GUA,Sailing,1976,2,0,0,0,0
GUA,Sailing,1980,1,0,0,0,0
GUA,Sailing,1984,1,0,0,0,0
GUA,Sailing,1996,1,0,0,0,0
GUA,Sailing,2008,1,0,0,0,0
GUA,Sailing,2012,2,0,0,0,0
GUA,Sailing,2016,1,0,0,0,0
GUA,Sailing,2020,2,0,0,0,0
GUA,Sailing,2024,1,0,0,0,0
GUA,Shooting,1952,6,0,0,0,0
GUA,Shooting,1968,10,0,0,0,0
GUA,Shooting,1972,1,0,0,0,0
GUA,Shooting,1976,5,0,0,0,0
GUA,Shooting,1980,5,0,0,0,0
GUA,Shooting,1984,4,0,0,0,0
GUA,Shooting,1988,1,0,0,0,0
GUA,Shooting,1992,3,0,0,0,0
GUA,Shooting,1996,5,0,0,0,0
GUA,Shooting,2000,4,0,0,0,0
GUA,Shooting,2004,1,0,0,0,0
GUA,Shooting,2008,1,0,0,0,0
GUA,Shooting,2012,3,0,0,0,0
GUA,Shooting,2016,2,0,0,0,0
GUA,Shooting,2020,3,0,0,0,0
GUA,Shooting,2024,4,1,0,1,2
GUA,Taekwondo,2000,1,0,0,0,0
GUA,Taekwondo,2004,3,0,0,0,0
GUA,Taekwondo,2012,1,0,0,0,0
GUA,Weightlifting,1968,1,0,0,0,0
GUA,Weightlifting,1976,1,0,0,0,0
GUA,Weightlifting,1980,1,0,0,0,0
GUA,Weightlifting,1984,2,0,0,0,0
GUA,Weightlifting,1992,1,0,0,0,0
GUA,Weightlifting,1996,1,0,0,0,0
GUA,Weightlifting,2000,1,0,0,0,0
GUA,Weightlifting,2004,1,0,0,0,0
GUA,Weightlifting,2008,1,0,0,0,0
GUA,Weightlifting,2012,2,0,0,0,0
GUA,Weightlifting,2016,1,0,0,0,0
GUA,Weightlifting,2020,1,0,0,0,0
GUA,Wrestling,1952,6,0,0,0,0
GUA,Wrestling,1968,10,0,0,0,0
GUA,Wrestling,1972,4,0,0,0,0
GUA,Wrestling,1988,2,0,0,0,0
GUA,Wrestling,1992,1,0,0,0,0
GUA,Wrestling,1996,1,0,0,0,0
GUI,Archery,2024,1,0,0,0,0
GUI,Athletics,1980,4,0,0,0,0
GUI,Athletics,1988,3,0,0,0,0
GUI,Athletics,1992,8,0,0,0,0
GUI,Athletics,1996,4,0,0,0,0
GUI,Athletics,2000,2,0,0,0,0
GUI,Athletics,2004,2,0,0,0,0
GUI,Athletics,2008,2,0,0,0,0
GUI,Athletics,2012,2,0,0,0,0
GUI,Athletics,2016,2,0,0,0,0
GUI,Athletics,2020,1,0,0,0,0
GUI,Athletics,2024,1,0,0,0,0
GUI,Boxing,1980,3,0,0,0,0
GUI,Boxing,1988,2,0,0,0,0
GUI,Boxing,1996,1,0,0,0,0
GUI,Boxing,2000,1,0,0,0,0
GUI,Football,1968,15,0,0,0,0
GUI,Football,2024,19,0,0,0,0
GUI,Judo,1980,3,0,0,0,0
GUI,Judo,1984,1,0,0,0,0
GUI,Judo,1992,3,0,0,0,0
GUI,Judo,2000,1,0,0,0,0
GUI,Judo,2004,1,0,0,0,0
GUI,Judo,2012,1,0,0,0,0
GUI,Judo,2016,1,0,0,0,0
GUI,Judo,2020,1,0,0,0,0
GUI,Judo,2024,2,0,0,0,0
GUI,Taekwondo,2008,1,0,0,0,0
GUI,Wrestling,1988,2,0,0,0,0
GUI,Wrestling,2020,1,0,0,0,0
GUM,Archery,1992,1,0,0,0,0
GUM,Athletics,1988,6,0,0,0,0
GUM,Athletics,1992,2,0,0,0,0
GUM,Athletics,1996,2,0,0,0,0
GUM,Athletics,2000,2,0,0,0,0
GUM,Athletics,2004,2,0,0,0,0
GUM,Athletics,2008,2,0,0,0,0
GUM,Athletics,2012,2,0,0,0,0
GUM,Athletics,2016,2,0,0,0,0
GUM,Athletics,2020,1,0,0,0,0
GUM,Athletics,2024,2,0,0,0,0
GUM,Boxing,1988,1,0,0,0,0
GUM,Canoeing,2008,2,0,0,0,0
GUM,Cycling,1992,14,0,0,0,0
GUM,Cycling,2000,2,0,0,0,0
GUM,Cycling,2012,1,0,0,0,0
GUM,Cycling,2016,1,0,0,0,0
GUM,Judo,1988,3,0,0,0,0
GUM,Judo,1992,2,0,0,0,0
GUM,Judo,2008,1,0,0,0,0
GUM,Judo,2012,1,0,0,0,0
GUM,Judo,2020,1,0,0,0,0
GUM,Judo,2024,1,0,0,0,0
GUM,Sailing,1988,2,0,0,0,0
GUM,Sailing,1992,2,0,0,0,0
GUM,Sailing,1996,3,0,0,0,0
GUM,Sailing,2000,1,0,0,0,0
GUM,Triathlon,2024,1,0,0,0,0
GUM,Weightlifting,1988,2,0,0,0,0
GUM,Weightlifting,1992,1,0,0,0,0
GUM,Weightlifting,2000,1,0,0,0,0
GUM,Weightlifting,2024,1,0,0,0,0
GUM,Wrestling,1988,1,0,0,0,0
GUM,Wrestling,1992,1,0,0,0,0
GUM,Wrestling,1996,1,0,0,0,0
GUM,Wrestling,2004,1,0,0,0,0
GUM,Wrestling,2008,1,0,0,0,0
GUM,Wrestling,2012,1,0,0,0,0
GUM,Wrestling,2020,1,0,0,0,0
GUM,Wrestling,2024,2,0,0,0,0
GUY,Athletics,1948,2,0,0,0,0
GUY,Athletics,1956,4,0,0,0,0
GUY,Athletics,1960,5,0,0,0,0
GUY,Athletics,1968,1,0,0,0,0
GUY,Athletics,1980,4,0,0,0,0
GUY,Athletics,1984,6,0,0,0,0
GUY,Athletics,1988,3,0,0,0,0
GUY,Athletics,1992,3,0,0,0,0
GUY,Athletics,1996,8,0,0,0,0
GUY,Athletics,2000,4,0,0,0,0
GUY,Athletics,2004,2,0,0,0,0
GUY,Athletics,2008,3,0,0,0,0
GUY,Athletics,2012,3,0,0,0,0
GUY,Athletics,2016,5,0,0,0,0
GUY,Athletics,2020,3,0,0,0,0
GUY,Athletics,2024,2,0,0,0,0
GUY,Boxing,1960,1,0,0,0,0
GUY,Boxing,1968,2,0,0,0,0
GUY,Boxing,1972,2,0,0,0,0
GUY,Boxing,1980,4,0,0,1,1
GUY,Boxing,1984,3,0,0,0,0
GUY,Boxing,1988,3,0,0,0,0
GUY,Boxing,1992,2,0,0,0,0
GUY,Boxing,1996,1,0,0,0,0
GUY,Boxing,2020,1,0,0,0,0
GUY,Cycling,1948,3,0,0,0,0
GUY,Cycling,1968,2,0,0,0,0
GUY,Cycling,1972,2,0,0,0,0
GUY,Cycling,1980,2,0,0,0,0
GUY,Cycling,1984,3,0,0,0,0
GUY,Cycling,1988,2,0,0,0,0
GUY,Cycling,1992,2,0,0,0,0
GUY,Judo,2012,1,0,0,0,0
GUY,Table Tennis,2020,1,0,0,0,0
GUY,Table Tennis,2024,1,0,0,0,0
GUY,Weightlifting,1948,2,0,0,0,0
GUY,Weightlifting,1952,1,0,0,0,0
GUY,Weightlifting,1956,2,0,0,0,0
GUY,Weightlifting,1964,1,0,0,0,0
GUY,Weightlifting,1968,1,0,0,0,0
GUY,Weightlifting,2004,1,0,0,0,0
HAI,Artistic Gymnastics,2024,6,0,0,0,0
HAI,Athletics,1924,7,0,0,0,0
HAI,Athletics,1928,3,0,1,0,1
HAI,Athletics,1932,2,0,0,0,0
HAI,Athletics,1972,7,0,0,0,0
HAI,Athletics,1976,11,0,0,0,0
HAI,Athletics,1984,1,0,0,0,0
HAI,Athletics,1988,4,0,0,0,0
HAI,Athletics,1992,3,0,0,0,0
HAI,Athletics,1996,3,0,0,0,0
HAI,Athletics,2000,3,0,0,0,0
HAI,Athletics,2004,4,0,0,0,0
HAI,Athletics,2008,4,0,0,0,0
HAI,Athletics,2012,4,0,0,0,0
HAI,Athletics,2016,3,0,0,0,0
HAI,Athletics,2020,1,0,0,0,0
HAI,Athletics,2024,2,0,0,0,0
HAI,Boxing,1976,3,0,0,0,0
HAI,Boxing,2004,1,0,0,0,0
HAI,Boxing,2008,1,0,0,0,0
HAI,Boxing,2016,1,0,0,0,0
HAI,Boxing,2020,1,0,0,0,0
HAI,Boxing,2024,1,0,0,0,0
HAI,Fencing,1900,3,0,0,0,0
HAI,Fencing,1984,2,0,0,0,0
HAI,Judo,1992,5,0,0,0,0
HAI,Judo,1996,2,0,0,0,0
HAI,Judo,2000,1,0,0,0,0
HAI,Judo,2004,2,0,0,0,0
HAI,Judo,2008,2,0,0,0,0
HAI,Judo,2012,1,0,0,0,0
HAI,Judo,2016,1,0,0,0,0
HAI,Judo,2020,1,0,0,0,0
HAI,Judo,2024,1,0,0,0,0
HAI,Rugby,1900,1,1,0,0,1
HAI,Shooting,1924,9,0,0,5,5
HAI,Taekwondo,2004,1,0,0,0,0
HAI,Taekwondo,2016,1,0,0,0,0
HAI,Taekwondo,2020,1,0,0,0,0
HAI,Tennis,1988,1,0,0,0,0
HAI,Tennis,1996,1,0,0,0,0
HAI,Tennis,2000,1,0,0,0,0
HAI,Weightlifting,1960,1,0,0,0,0
HAI,Weightlifting,2016,1,0,0,0,0
HAI,Wrestling,2016,1,0,0,0,0
HKG,Archery,1984,6,0,0,0,0
HKG,Archery,1988,3,0,0,0,0
HKG,Archery,1992,1,0,0,0,0
HKG,Archery,2012,1,0,0,0,0
HKG,Artistic Gymnastics,2020,1,0,0,0,0
HKG,Artistic Gymnastics,2024,2,0,0,0,0
HKG,Athletics,1964,7,0,0,0,0
HKG,Athletics,1984,3,0,0,0,0
HKG,Athletics,1988,5,0,0,0,0
HKG,Athletics,1992,3,0,0,0,0
HKG,Athletics,1996,1,0,0,0,0
HKG,Athletics,2000,7,0,0,0,0
HKG,Athletics,2004,1,0,0,0,0
HKG,Athletics,2008,2,0,0,0,0
HKG,Athletics,2012,5,0,0,0,0
HKG,Athletics,2016,2,0,0,0,0
HKG,Athletics,2020,2,0,0,0,0
HKG,Athletics,2024,1,0,0,0,0
HKG,Badminton,1992,5,0,0,0,0
HKG,Badminton,1996,4,0,0,0,0
HKG,Badminton,2000,8,0,0,0,0
HKG,Badminton,2004,5,0,0,0,0
HKG,Badminton,2008,3,0,0,0,0
HKG,Badminton,2012,4,0,0,0,0
HKG,Badminton,2016,7,0,0,0,0
HKG,Badminton,2020,4,0,0,0,0
HKG,Badminton,2024,6,0,0,0,0
HKG,Boxing,1964,2,0,0,0,0
HKG,Canoeing,1976,10,0,0,0,0
HKG,Canoeing,1984,11,0,0,0,0
HKG,Canoeing,1988,2,0,0,0,0
HKG,Canoeing,1992,4,0,0,0,0
HKG,Cycling,1964,8,0,0,0,0
HKG,Cycling,1976,10,0,0,0,0
HKG,Cycling,1984,8,0,0,0,0
HKG,Cycling,1988,7,0,0,0,0
HKG,Cycling,1996,1,0,0,0,0
HKG,Cycling,2000,2,0,0,0,0
HKG,Cycling,2004,2,0,0,0,0
HKG,Cycling,2008,4,0,0,0,0
HKG,Cycling,2012,6,0,0,1,1
HKG,Cycling,2016,6,0,0,0,0
HKG,Cycling Road,2020,1,0,0,0,0
HKG,Cycling Road,2024,1,0,0,0,0
HKG,"Cycling Road, Cycling Track",2024,2,0,0,0,0
HKG,Cycling Track,2020,8,0,0,1,1
HKG,Equestrian,2020,1,0,0,0,0
HKG,Equestrianism,2008,6,0,0,0,0
HKG,Fencing,1972,6,0,0,0,0
HKG,Fencing,1976,15,0,0,0,0
HKG,Fencing,1984,14,0,0,0,0
HKG,Fencing,1988,15,0,0,0,0
HKG,Fencing,1992,3,0,0,0,0
HKG,Fencing,2004,3,0,0,0,0
HKG,Fencing,2008,3,0,0,0,0
HKG,Fencing,2012,6,0,0,0,0
HKG,Fencing,2016,3,0,0,0,0
HKG,Fencing,2020,14,1,0,0,1
HKG,Fencing,2024,4,2,0,0,2
HKG,Golf,2016,1,0,0,0,0
HKG,Golf,2020,1,0,0,0,0
HKG,Gymnastics,2012,9,0,0,0,0
HKG,Judo,1972,1,0,0,0,0
HKG,Judo,1976,1,0,0,0,0
HKG,Judo,1984,4,0,0,0,0
HKG,Judo,1988,5,0,0,0,0
HKG,Judo,1992,4,0,0,0,0
HKG,Judo,1996,1,0,0,0,0
HKG,Judo,2012,1,0,0,0,0
HKG,Judo,2024,1,0,0,0,0
HKG,Rowing,1992,3,0,0,0,0
HKG,Rowing,1996,1,0,0,0,0
HKG,Rowing,2000,3,0,0,0,0
HKG,Rowing,2004,3,0,0,0,0
HKG,Rowing,2008,4,0,0,0,0
HKG,Rowing,2012,3,0,0,0,0
HKG,Rowing,2016,4,0,0,0,0
HKG,Rowing,2020,1,0,0,0,0
HKG,Rowing,2024,1,0,0,0,0
HKG,Sailing,1964,4,0,0,0,0
HKG,Sailing,1968,5,0,0,0,0
HKG,Sailing,1972,4,0,0,0,0
HKG,Sailing,1984,1,0,0,0,0
HKG,Sailing,1988,4,0,0,0,0
HKG,Sailing,1992,4,0,0,0,0
HKG,Sailing,1996,7,1,0,0,1
HKG,Sailing,2000,2,0,0,0,0
HKG,Sailing,2004,2,0,0,0,0
HKG,Sailing,2008,2,0,0,0,0
HKG,Sailing,2012,2,0,0,0,0
HKG,Sailing,2016,2,0,0,0,0
HKG,Sailing,2020,3,0,0,0,0
HKG,Sailing,2024,5,0,0,0,0
HKG,Shooting,1960,3,0,0,0,0
HKG,Shooting,1964,7,0,0,0,0
HKG,Shooting,1968,4,0,0,0,0
HKG,Shooting,1972,1,0,0,0,0
HKG,Shooting,1976,6,0,0,0,0
HKG,Shooting,1984,7,0,0,0,0
HKG,Shooting,1988,1,0,0,0,0
HKG,Shooting,1992,1,0,0,0,0
HKG,Shooting,1996,1,0,0,0,0
HKG,Shooting,2000,1,0,0,0,0
HKG,Shooting,2004,1,0,0,0,0
HKG,Shooting,2008,1,0,0,0,0
HKG,Shooting,2012,1,0,0,0,0
HKG,Table Tennis,1988,11,0,0,0,0
HKG,Table Tennis,1992,6,0,0,0,0
HKG,Table Tennis,1996,7,0,0,0,0
HKG,Table Tennis,2000,8,0,0,0,0
HKG,Table Tennis,2004,14,0,2,0,2
HKG,Table Tennis,2008,12,0,0,0,0
HKG,Table Tennis,2012,10,0,0,0,0
HKG,Table Tennis,2016,10,0,0,0,0
HKG,Table Tennis,2020,12,0,0,3,3
HKG,Table Tennis,2024,8,0,0,0,0
HKG,Taekwondo,2024,1,0,0,0,0
HKG,Triathlon,2004,1,0,0,0,0
HKG,Triathlon,2008,2,0,0,0,0
HKG,Triathlon,2020,1,0,0,0,0
HKG,Triathlon,2024,1,0,0,0,0
HKG,Weightlifting,2012,1,0,0,0,0
HON,Athletics,1968,6,0,0,0,0
HON,Athletics,1976,3,0,0,0,0
HON,Athletics,1984,3,0,0,0,0
HON,Athletics,1988,4,0,0,0,0
HON,Athletics,1992,5,0,0,0,0
HON,Athletics,1996,1,0,0,0,0
HON,Athletics,2000,1,0,0,0,0
HON,Athletics,2004,1,0,0,0,0
HON,Athletics,2008,3,0,0,0,0
HON,Athletics,2012,2,0,0,0,0
HON,Athletics,2016,1,0,0,0,0
HON,Athletics,2020,1,0,0,0,0
HON,Athletics,2024,1,0,0,0,0
HON,Boxing,1988,2,0,0,0,0
HON,Boxing,1996,2,0,0,0,0
HON,Boxing,2012,1,0,0,0,0
HON,Boxing,2016,1,0,0,0,0
HON,Fencing,1992,1,0,0,0,0
HON,Football,2000,17,0,0,0,0
HON,Football,2008,19,0,0,0,0
HON,Football,2012,16,0,0,0,0
HON,Football,2016,16,0,0,0,0
HON,Football,2020,22,0,0,0,0
HON,Judo,1984,1,0,0,0,0
HON,Judo,1996,3,0,0,0,0
HON,Judo,2004,1,0,0,0,0
HON,Judo,2012,1,0,0,0,0
HON,Judo,2016,1,0,0,0,0
HON,Judo,2020,1,0,0,0,0
HON,Rowing,2008,1,0,0,0,0
HON,Shooting,2012,1,0,0,0,0
HON,Table Tennis,2004,1,0,0,0,0
HON,Taekwondo,2008,1,0,0,0,0
HON,Taekwondo,2016,1,0,0,0,0
HON,Taekwondo,2020,1,0,0,0,0
HON,Weightlifting,1992,1,0,0,0,0
HON,Weightlifting,2012,1,0,0,0,0
HON,Weightlifting,2016,1,0,0,0,0
HON,Wrestling,2012,1,0,0,0,0
HON,Wrestling,2024,1,0,0,0,0
HUN,Archery,1972,2,0,0,0,0
HUN,Archery,1980,4,0,0,0,0
HUN,Archery,1992,6,0,0,0,0
HUN,Archery,1996,2,0,0,0,0
HUN,Archery,2020,1,0,0,0,0
HUN,Artistic Gymnastics,2020,5,0,0,0,0
HUN,Artistic Gymnastics,2024,18,0,0,0,0
HUN,Athletics,1896,5,0,1,2,3
HUN,Athletics,1900,21,1,0,1,2
HUN,Athletics,1904,5,0,0,0,0
HUN,Athletics,1906,35,1,3,1,5
HUN,Athletics,1908,43,0,1,5,6
HUN,Athletics,1912,48,0,0,1,1
HUN,Athletics,1924,26,0,1,0,1
HUN,Athletics,1928,35,0,1,0,1
HUN,Athletics,1932,6,0,0,0,0
HUN,Athletics,1936,40,1,0,0,1
HUN,Athletics,1948,16,2,0,1,3
HUN,Athletics,1952,46,1,0,7,8
HUN,Athletics,1956,24,0,2,0,2
HUN,Athletics,1960,34,0,1,2,3
HUN,Athletics,1964,46,0,3,1,4
HUN,Athletics,1968,41,2,1,4,7
HUN,Athletics,1972,36,0,0,0,0
HUN,Athletics,1976,21,1,0,0,1
HUN,Athletics,1980,36,0,0,0,0
HUN,Athletics,1988,20,0,0,0,0
HUN,Athletics,1992,27,0,0,0,0
HUN,Athletics,1996,23,1,0,0,1
HUN,Athletics,2000,40,0,0,0,0
HUN,Athletics,2004,36,0,1,0,1
HUN,Athletics,2008,20,0,0,0,0
HUN,Athletics,2012,18,1,0,0,1
HUN,Athletics,2016,19,0,0,1,1
HUN,Athletics,2020,18,0,0,0,0
HUN,Athletics,2024,20,0,1,0,1
HUN,Badminton,1992,5,0,0,0,0
HUN,Badminton,1996,1,0,0,0,0
HUN,Badminton,2016,1,0,0,0,0
HUN,Badminton,2020,2,0,0,0,0
HUN,Basketball,1948,12,0,0,0,0
HUN,Basketball,1952,13,0,0,0,0
HUN,Basketball,1960,12,0,0,0,0
HUN,Basketball,1964,12,0,0,0,0
HUN,Basketball,1980,12,0,0,0,0
HUN,Boxing,1924,1,0,0,0,0
HUN,Boxing,1928,4,1,0,0,1
HUN,Boxing,1932,2,1,0,0,1
HUN,Boxing,1936,6,1,0,0,1
HUN,Boxing,1948,6,2,0,0,2
HUN,Boxing,1952,9,1,0,0,1
HUN,Boxing,1956,2,1,0,0,1
HUN,Boxing,1960,6,1,0,0,1
HUN,Boxing,1964,5,0,0,0,0
HUN,Boxing,1968,6,0,0,0,0
HUN,Boxing,1972,6,1,2,1,4
HUN,Boxing,1976,8,0,0,0,0
HUN,Boxing,1980,9,0,0,2,2
HUN,Boxing,1988,9,0,0,1,1
HUN,Boxing,1992,8,0,0,3,3
HUN,Boxing,1996,5,1,0,0,1
HUN,Boxing,2000,3,0,0,1,1
HUN,Boxing,2004,5,0,0,0,0
HUN,Boxing,2008,5,0,0,0,0
HUN,Boxing,2012,3,0,0,0,0
HUN,Boxing,2016,2,0,0,0,0
HUN,Boxing,2020,1,0,0,0,0
HUN,Boxing,2024,3,0,0,0,0
HUN,Canoeing,1936,8,0,0,0,0
HUN,Canoeing,1948,6,0,0,0,0
HUN,Canoeing,1952,12,0,2,2,4
HUN,Canoeing,1956,13,2,3,5,10
HUN,Canoeing,1960,13,1,7,4,12
HUN,Canoeing,1964,13,0,1,0,1
HUN,Canoeing,1968,13,2,6,4,12
HUN,Canoeing,1972,13,0,3,2,5
HUN,Canoeing,1976,19,0,4,8,12
HUN,Canoeing,1980,19,2,2,2,6
HUN,Canoeing,1988,23,5,4,2,11
HUN,Canoeing,1992,23,4,6,3,13
HUN,Canoeing,1996,23,3,4,4,11
HUN,Canoeing,2000,23,9,6,2,17
HUN,Canoeing,2004,23,7,4,3,14
HUN,Canoeing,2008,23,3,4,2,9
HUN,Canoeing,2012,17,7,6,1,14
HUN,Canoeing,2016,22,7,0,0,7
HUN,Cycling,1912,10,0,0,0,0
HUN,Cycling,1924,6,0,0,0,0
HUN,Cycling,1932,1,0,0,0,0
HUN,Cycling,1936,16,0,0,0,0
HUN,Cycling,1952,14,0,0,0,0
HUN,Cycling,1960,5,0,0,0,0
HUN,Cycling,1964,13,0,0,0,0
HUN,Cycling,1968,12,0,0,0,0
HUN,Cycling,1972,8,0,0,0,0
HUN,Cycling,1976,1,0,0,0,0
HUN,Cycling,1980,13,0,0,0,0
HUN,Cycling,1988,2,0,0,0,0
HUN,Cycling,1992,4,0,0,0,0
HUN,Cycling,1996,1,0,0,0,0
HUN,Cycling,2000,2,0,0,0,0
HUN,Cycling,2004,3,0,0,0,0
HUN,Cycling,2008,6,0,0,0,0
HUN,Cycling,2012,3,0,0,0,0
HUN,Cycling,2016,1,0,0,0,0
HUN,Cycling Mountain Bike,2020,2,0,0,0,0
HUN,Cycling Road,2020,1,0,0,0,0
HUN,Cycling Road,2024,2,0,0,0,0
HUN,"Cycling Road, Cycling Mountain Bike",2024,2,0,0,0,0
HUN,Equestrian,2024,1,0,0,0,0
HUN,Equestrianism,1928,12,0,0,0,0
HUN,Equestrianism,1936,18,0,0,1,1
HUN,Equestrianism,1956,6,0,0,0,0
HUN,Equestrianism,1960,6,0,0,0,0
HUN,Equestrianism,1972,14,0,0,0,0
HUN,Equestrianism,1980,14,0,0,0,0
HUN,Equestrianism,1992,9,0,0,0,0
HUN,Equestrianism,1996,5,0,0,0,0
HUN,Fencing,1900,8,0,0,0,0
HUN,Fencing,1906,18,0,0,1,1
HUN,Fencing,1908,16,6,1,0,7
HUN,Fencing,1912,30,9,1,1,11
HUN,Fencing,1924,19,1,8,6,15
HUN,Fencing,1928,29,7,1,0,8
HUN,Fencing,1932,13,7,0,2,9
HUN,Fencing,1936,29,8,0,1,9
HUN,Fencing,1948,30,8,0,2,10
HUN,Fencing,1952,29,7,2,7,16
HUN,Fencing,1956,29,7,6,6,19
HUN,Fencing,1960,34,7,6,0,13
HUN,Fencing,1964,32,12,0,0,12
HUN,Fencing,1968,32,6,6,7,19
HUN,Fencing,1972,32,6,8,6,20
HUN,Fencing,1976,32,1,0,6,7
HUN,Fencing,1980,32,0,2,11,13
HUN,Fencing,1988,32,5,0,10,15
HUN,Fencing,1992,32,1,10,0,11
HUN,Fencing,1996,30,0,3,2,5
HUN,Fencing,2000,25,1,0,0,1
HUN,Fencing,2004,24,1,5,0,6
HUN,Fencing,2008,24,0,0,1,1
HUN,Fencing,2012,4,1,0,0,1
HUN,Fencing,2016,13,2,1,4,7
HUN,Fencing,2020,22,1,1,4,6
HUN,Fencing,2024,24,4,4,1,9
HUN,Football,1912,14,0,0,0,0
HUN,Football,1924,11,0,0,0,0
HUN,Football,1936,11,0,0,0,0
HUN,Football,1952,15,15,0,0,15
HUN,Football,1960,16,0,0,16,16
HUN,Football,1964,14,14,0,0,14
HUN,Football,1968,17,17,0,0,17
HUN,Football,1972,17,0,17,0,17
HUN,Football,1996,17,0,0,0,0
